Fecha	Hora	Nivel (msnm)	Aforador - Caudal (l/s)	PZ-2-A-1 (Hz)	PZ-2-A-1 (mca)	PZ-2-A-1 (N. Piezom.)	PZ-2-A-1 (%)	PZ-2-A-2 (Hz)	PZ-2-A-2 (mca)	PZ-2-A-2 (N. Piezom.)	PZ-2-A-2 (%)	PZ-2-A-3 (Hz)	PZ-2-A-3 (mca)	PZ-2-A-3 (N. Piezom.)	PZ-2-A-3 (%)	PZ-2-B-1 (Hz)	PZ-2-B-1 (mca)	PZ-2-B-1 (N. Piezom.)
21/03/2020	10:26:33	45,05	1,107	2948,6	-1,368	47,332	37,375	0	181,831	228,031	-15675,104	0	196,267	239,467	10666,689	228,8	176,455	221,255
22/03/2020	10:26:33	45,05	1,089	0	199,643	248,343	-5469,668	0	181,831	228,031	-15811,386	0	196,267	239,467	10609,042	0	177,482	222,282
22/03/2020	10:26:33	45,06	1,097	0	199,643	248,343	-5469,668	0	181,831	228,031	-15811,386	0	196,267	239,467	10609,042	3019,2	-1,456	43,344
23/03/2020	10:26:33	45,06	1,082	0	199,643	248,343	-5469,668	0	181,831	228,031	-15811,386	0	196,267	239,467	10609,042	0	177,482	222,282
23/03/2020	10:26:33	45,06	1,104	2948,1	-1,3	47,4	35,708	228,3	180,748	226,948	-15855,105	0	196,267	239,467	10551,991	0	177,482	222,282
24/03/2020	10:26:33	45,06	1,087	2947,9	-1,272	47,428	34,958	0	181,831	228,031	-15950,111	0	196,267	239,467	10551,991	0	177,482	222,282
24/03/2020	10:26:33	45,06	1,092	2947,7	-1,245	47,455	34,209	0	181,831	228,031	-15950,111	0	196,267	239,467	10551,991	0	177,482	222,282
25/03/2020	10:26:33	45,06	1,09	0	199,643	248,343	-5484,698	0	181,831	228,031	-15950,111	0	196,267	239,467	10551,991	0	177,482	222,282
25/03/2020	10:26:33	45,06	1,106	2947,2	-1,177	47,523	32,427	0	181,831	228,031	-16091,24	0	196,267	239,467	10495,573	3018,8	-1,409	43,391
26/03/2020	10:26:33	45,06	1,092	0	199,643	248,343	-5484,698	0	181,831	228,031	-15950,111	0	196,267	239,467	10551,991	0	177,482	222,282
26/03/2020	10:26:33	45,08	1,092	2947,4	-1,204	47,496	33,177	0	181,831	228,031	-16091,24	0	196,267	239,467	10495,573	0	177,482	222,282
27/03/2020	10:26:33	45,06	1,08	2947,5	-1,218	47,482	33,553	0	181,831	228,031	-16091,24	0	196,267	239,467	10495,573	0	177,482	222,282
27/03/2020	10:26:33	45,07	1,099	2947,4	-1,204	47,496	33,086	250,5	180,527	226,727	-15835,73	0	196,267	239,467	10551,991	0	177,482	222,282
28/03/2020	10:26:33	45,06	1,07	2947,2	-1,177	47,523	32,427	0	181,831	228,031	-16091,24	0	196,267	239,467	10495,573	0	177,482	222,282
28/03/2020	10:26:33	45,07	1,09	236,7	198,348	247,048	-5449,111	0	181,831	228,031	-15950,111	0	196,267	239,467	10551,991	0	177,482	222,282
29/03/2020	11:26:33	45,05	1,072	2946,9	-1,136	47,564	31,3	0	181,831	228,031	-16091,24	0	196,267	239,467	10495,573	0	177,482	222,282
29/03/2020	11:26:33	45,05	1,094	0	199,643	248,343	-5484,698	0	181,831	228,031	-15950,111	235,5	195,074	238,274	10487,825	0	177,482	222,282
30/03/2020	11:26:33	45,05	1,095	0	199,643	248,343	-5469,668	0	181,831	228,031	-15811,386	0	196,267	239,467	10609,042	3019	-1,432	43,368
30/03/2020	11:26:33	45,09	1,227	2947,7	-1,245	47,455	34,209	0	181,831	228,031	-15950,111	0	196,267	239,467	10551,991	0	177,482	222,282
31/03/2020	11:26:33	45,1	1,241	2947,8	-1,259	47,441	34,775	289,9	180,085	226,285	-16079,013	0	196,267	239,467	10439,734	3019,6	-1,504	43,296
31/03/2020	11:26:33	45,12	1,225	2947,6	-1,232	47,468	34,211	260,6	180,42	226,62	-16401,779	0	196,267	239,467	10329,86	0	177,482	222,282
01/04/2020	11:26:33	45,15	1,205	2947,3	-1,191	47,509	33,26	0	181,831	228,031	-16836,191	303,4	194,286	237,486	10119,08	0	177,482	222,282
01/04/2020	11:26:33	45,17	1,273	0	199,643	248,343	-5623,747	0	181,831	228,031	-17317,268	0	196,267	239,467	10064,976	0	177,482	222,282
02/04/2020	11:26:33	45,2	1,238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
02/04/2020	11:26:33	45,26	1,221	0	199,643	248,343	-5687,83	0	181,831	228,031	-18003,049	0	196,267	239,467	9862,68	3018,9	-1,421	43,379
03/04/2020	11:26:33	45,27	1,184	2947	-1,15	47,55	32,946	0	181,831	228,031	-18366,754	259,9	194,813	238,013	9692,221	0	177,482	222,282
03/04/2020	11:26:33	45,29	1,191	290,1	197,697	246,397	-5730,354	0	181,831	228,031	-19140,109	0	196,267	239,467	9574,009	0	177,482	222,282
04/04/2020	11:26:33	45,32	1,166	0	199,643	248,343	-5820,494	0	181,831	228,031	-19551,734	0	196,267	239,467	9481,504	3018,9	-1,421	43,379
04/04/2020	11:26:33	45,35	1,182	2947,3	-1,191	47,509	35,021	0	181,831	228,031	-20203,43	0	196,267	239,467	9346,06	0	177,482	222,282
05/04/2020	11:26:33	45,37	1,18	2947,2	-1,177	47,523	34,928	0	181,831	228,031	-20900,16	0	196,267	239,467	9214,413	0	177,482	222,282
05/04/2020	11:26:33	45,38	1,189	0	199,643	248,343	-5977,334	0	181,831	228,031	-21646,564	0	196,267	239,467	9086,441	0	177,482	222,282
06/04/2020	11:26:33	45,41	1,177	2947,2	-1,177	47,523	35,454	0	181,831	228,031	-22174,543	0	196,267	239,467	9003,077	0	177,482	222,282
06/04/2020	11:26:33	45,44	1,191	2946,8	-1,123	47,577	34,018	0	181,831	228,031	-22728,918	0	196,267	239,467	8921,229	0	177,482	222,282
07/04/2020	11:26:33	45,44	1,177	2946,8	-1,123	47,577	34,121	0	181,831	228,031	-23016,578	0	196,267	239,467	8880,868	0	177,482	222,282
07/04/2020	11:26:33	45,47	1,184	2946,8	-1,123	47,577	34,435	0	181,831	228,031	-23925,088	0	196,267	239,467	8761,933	0	177,482	222,282
08/04/2020	11:26:33	45,48	1,186	2946,7	-1,109	47,591	34,227	0	181,831	228,031	-24571,725	0	196,267	239,467	8684,392	0	177,482	222,282
08/04/2020	11:26:33	45,5	1,196	2946,8	-1,123	47,577	34,863	0	181,831	228,031	-25254,287	0	196,267	239,467	8608,211	0	177,482	222,282
09/04/2020	11:26:33	45,51	1,186	2946,9	-1,136	47,564	35,506	0	181,831	228,031	-25975,855	0	196,267	239,467	8533,354	270	176,051	220,851
09/04/2020	11:26:33	45,54	1,194	2947	-1,15	47,55	36,045	0	181,831	228,031	-26352,252	0	196,267	239,467	8496,42	0	177,482	222,282
10/04/2020	11:26:33	45,56	1,191	2946,8	-1,123	47,577	35,302	0	181,831	228,031	-26739,867	0	196,267	239,467	8459,79	0	177,482	222,282
10/04/2020	11:26:33	45,59	1,203	0	199,643	248,343	-6358,058	0	181,831	228,031	-28411,148	0	196,267	239,467	8316,401	0	177,482	222,282
11/04/2020	11:26:33	45,61	1,191	0	199,643	248,343	-6419,386	0	181,831	228,031	-29808,359	0	196,267	239,467	8212,015	0	177,482	222,282
11/04/2020	11:26:33	45,63	1,207	0	199,643	248,343	-6460,937	0	181,831	228,031	-30818,836	0	196,267	239,467	8143,864	0	177,482	222,282
12/04/2020	11:26:33	45,65	1,207	0	199,643	248,343	-6503,029	0	181,831	228,031	-31900,223	0	196,267	239,467	8076,835	0	177,482	222,282
12/04/2020	11:26:33	45,66	1,223	0	199,643	248,343	-6545,673	0	181,831	228,031	-33060,262	0	196,267	239,467	8010,9	0	177,482	222,282
13/04/2020	11:26:33	45,68	1,207	0	199,643	248,343	-6588,871	260,1	180,425	226,625	-34042,359	0	196,267	239,467	7946,045	0	177,482	222,282
13/04/2020	11:26:33	45,71	1,23	0	199,643	248,343	-6610,693	0	181,831	228,031	-34967,5	0	196,267	239,467	7913,998	0	177,482	222,282
14/04/2020	11:26:33	45,7	1,229	2947,7	-1,245	47,455	41,507	0	181,831	228,031	-36366,234	0	196,267	239,467	7850,685	0	177,482	222,282
14/04/2020	11:26:33	45,75	1,22	2947,8	-1,259	47,441	42,102	0	181,831	228,031	-37108,277	0	196,267	239,467	7819,412	3019,2	-1,456	43,344
15/04/2020	11:26:33	45,75	1,221	2947,7	-1,245	47,455	41,927	0	181,831	228,031	-38687,383	0	196,267	239,467	7757,597	0	177,482	222,282
15/04/2020	11:26:33	45,77	1,241	0	199,643	248,343	-6767,556	0	181,831	228,031	-40406,859	0	196,267	239,467	7696,751	0	177,482	222,282
16/04/2020	11:26:33	45,77	1,252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
19/04/2020	11:26:33	45,89	1,234	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
19/04/2020	11:26:33	45,89	1,23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20/04/2020	11:26:33	45,93	1,247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20/04/2020	11:26:33	45,94	1,265	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
26/04/2020	11:26:33	46,11	1,306	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
27/04/2020	11:26:33	46,14	1,375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
19/08/2020	11:26:33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20/08/2020	11:26:33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20/08/2020	11:26:33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
21/08/2020	11:26:33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
21/08/2020	11:26:33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22/08/2020	11:26:33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22/08/2020	11:26:33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
23/08/2020	11:26:33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
23/08/2020	11:26:33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
24/08/2020	11:26:33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
24/08/2020	11:26:33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
25/08/2020	11:26:33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
25/08/2020	11:26:33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
26/08/2020	11:26:33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
26/08/2020	11:26:33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
27/08/2020	11:26:33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
27/08/2020	11:26:33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
28/08/2020	11:26:33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
28/08/2020	11:26:33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
29/08/2020	11:26:33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
29/08/2020	11:26:33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
30/08/2020	11:26:33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
30/08/2020	11:26:33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
31/08/2020	11:26:33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
31/08/2020	11:26:33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
01/09/2020	11:26:33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
01/09/2020	11:26:33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
02/09/2020	11:26:33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
02/09/2020	11:26:33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
03/09/2020	11:26:33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
03/09/2020	11:26:33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
04/09/2020	11:26:33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
04/09/2020	11:26:33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
05/09/2020	11:26:33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
05/09/2020	11:26:33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
06/09/2020	11:26:33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
06/09/2020	11:26:33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
08/09/2020	11:26:33	44,16	0,952	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
08/09/2020	11:26:33	44,18	0,939	0	199,643	248,343	-4407,127	0	181,831	228,031	-8957,189	0	196,267	239,467	20233,777	3018,7	-1,397	43,403
09/09/2020	11:26:33	44,15	0,926	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
09/09/2020	11:26:33	44,16	0,94	190,2	198,807	247,507	-4378,999	0	181,831	228,031	-8913,289	0	196,267	239,467	20444,51	0	177,482	222,282
10/09/2020	11:26:33	44,14	0,926	0	199,643	248,343	-4387,758	0	181,831	228,031	-8869,816	0	196,267	239,467	20659,678	0	177,482	222,282
10/09/2020	11:26:33	44,16	0,939	0	199,643	248,343	-4397,421	0	181,831	228,031	-8913,289	0	196,267	239,467	20444,51	0	177,482	222,282
11/09/2020	11:26:33	44,14	0,928	0	199,643	248,343	-4387,758	0	181,831	228,031	-8869,816	0	196,267	239,467	20659,678	0	177,482	222,282
11/09/2020	11:26:33	44,15	0,926	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12/09/2020	11:26:33	44,13	0,922	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
13/09/2020	11:26:33	44,13	0,908	0	199,643	248,343	-4368,555	0	181,831	228,031	-8784,116	0	196,267	239,467	21103,982	0	177,482	222,282
13/09/2020	11:26:33	44,12	0,92	0	199,643	248,343	-4368,555	0	181,831	228,031	-8784,116	0	196,267	239,467	21103,982	0	177,482	222,282
14/09/2020	11:26:33	44,12	0,92	2950,6	-1,641	47,059	35,823	0	181,831	228,031	-8741,875	0	196,267	239,467	21333,422	0	177,482	222,282
14/09/2020	11:26:33	44,13	0,94	2950,5	-1,627	47,073	35,525	0	181,831	228,031	-8741,875	0	196,267	239,467	21333,422	0	177,482	222,282
15/09/2020	11:26:33	44,1	0,919	0	199,643	248,343	-4359,015	0	181,831	228,031	-8741,875	0	196,267	239,467	21333,422	0	177,482	222,282
15/09/2020	11:26:33	44,11	0,935	0	199,643	248,343	-4349,52	0	181,831	228,031	-8700,056	0	196,267	239,467	21567,818	0	177,482	222,282
16/09/2020	11:26:33	44,1	0,925	0	199,643	248,343	-4340,063	0	181,831	228,031	-8658,618	0	196,267	239,467	21807,512	0	177,482	222,282
16/09/2020	11:26:33	44,1	0,935	0	199,643	248,343	-4247,722	0	181,831	228,031	-8265,051	0	196,267	239,467	24533,412	0	177,482	222,282
17/09/2020	11:26:33	44,1	0,931	2951,1	-1,709	46,991	37,07	0	181,831	228,031	-8617,589	0	196,267	239,467	22052,5	0	177,482	222,282
17/09/2020	11:26:33	44,09	0,932	2951,2	-1,723	46,977	37,366	0	181,831	228,031	-8617,589	0	196,267	239,467	22052,5	0	177,482	222,282
18/09/2020	11:26:33	44,08	0,925	0	199,643	248,343	-4321,277	0	181,831	228,031	-8576,946	0	196,267	239,467	22303,053	0	177,482	222,282
18/09/2020	11:26:33	44,08	0,935	0	199,643	248,343	-4321,277	0	181,831	228,031	-8576,946	0	196,267	239,467	22303,053	0	177,482	222,282
19/09/2020	11:26:33	44,1	0,92	0	199,643	248,343	-4330,649	0	181,831	228,031	-8617,589	0	196,267	239,467	22052,5	0	177,482	222,282
19/09/2020	11:26:33	44,12	0,926	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20/09/2020	11:26:33	44,12	0,916	0	199,643	248,343	-4359,015	0	181,831	228,031	-8741,875	0	196,267	239,467	21333,422	0	177,482	222,282
20/09/2020	11:26:33	44,12	0,931	0	199,643	248,343	-4359,015	0	181,831	228,031	-8741,875	0	196,267	239,467	21333,422	0	177,482	222,282
21/09/2020	11:26:33	44,12	0,914	0	199,643	248,343	-4359,015	0	181,831	228,031	-8741,875	0	196,267	239,467	21333,422	0	177,482	222,282
21/09/2020	11:26:33	44,13	0,934	0	199,643	248,343	-4359,015	0	181,831	228,031	-8741,875	0	196,267	239,467	21333,422	199,9	176,698	221,498
22/09/2020	11:26:33	44,11	0,911	0	199,643	248,343	-4359,015	236	180,674	226,874	-8686,233	0	196,267	239,467	21333,422	0	177,482	222,282
22/09/2020	11:26:33	44,12	0,914	0	199,643	248,343	-4359,015	236	180,674	226,874	-8686,233	0	196,267	239,467	21333,422	0	177,482	222,282
23/09/2020	11:26:33	44,11	0,908	0	199,643	248,343	-4349,52	0	181,831	228,031	-8700,056	0	196,267	239,467	21567,818	0	177,482	222,282
23/09/2020	11:26:33	44,12	0,939	0	199,643	248,343	-4349,52	0	181,831	228,031	-8700,056	0	196,267	239,467	21567,818	0	177,482	222,282
24/09/2020	11:26:33	44,11	0,903	0	199,643	248,343	-4349,52	0	181,831	228,031	-8700,056	0	196,267	239,467	21567,818	0	177,482	222,282
24/09/2020	11:26:33	44,11	0,911	0	199,643	248,343	-4349,52	0	181,831	228,031	-8700,056	0	196,267	239,467	21567,818	0	177,482	222,282
25/09/2020	11:26:33	44,1	0,922	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
25/09/2020	11:26:33	44,11	0,906	0	199,643	248,343	-4330,649	0	181,831	228,031	-8617,589	0	196,267	239,467	22052,5	0	177,482	222,282
26/09/2020	11:26:33	44,09	0,896	0	199,643	248,343	-4349,52	0	181,831	228,031	-8700,056	0	196,267	239,467	21567,818	0	177,482	222,282
26/09/2020	11:26:33	44,1	0,909	0	199,643	248,343	-4330,649	0	181,831	228,031	-8617,589	0	196,267	239,467	22052,5	3018,8	-1,409	43,391
27/09/2020	11:26:33	44,09	0,896	0	199,643	248,343	-4321,277	0	181,831	228,031	-8576,946	0	196,267	239,467	22303,053	3018,8	-1,409	43,391
27/09/2020	11:26:33	44,09	0,897	0	199,643	248,343	-4330,649	0	181,831	228,031	-8617,589	0	196,267	239,467	22052,5	0	177,482	222,282
28/09/2020	11:26:33	44,06	0,887	0	199,643	248,343	-4330,649	0	181,831	228,031	-8617,589	0	196,267	239,467	22052,5	0	177,482	222,282
28/09/2020	11:26:33	44,08	0,896	2950,8	-1,668	47,032	36,104	0	181,831	228,031	-8576,946	0	196,267	239,467	22303,053	0	177,482	222,282
29/09/2020	11:26:33	44,06	0,888	0	199,643	248,343	-4311,942	0	181,831	228,031	-8536,671	0	196,267	239,467	22559,465	0	177,482	222,282
29/09/2020	11:26:33	44,04	8,163	0	199,643	248,343	-4311,942	0	181,831	228,031	-8536,671	0	196,267	239,467	22559,465	3019	-1,432	43,368
30/09/2020	11:26:33	44,03	0,854	0	199,643	248,343	-409,944	0	181,831	228,031	-393,574	0	196,267	239,467	-454,322	0	177,482	222,282
30/09/2020	11:26:33	44,04	0,853	0	199,643	248,343	-4293,396	0	181,831	228,031	-8457,258	0	196,267	239,467	23090,289	0	177,482	222,282
01/10/2020	11:26:33	44,03	0,844	0	199,643	248,343	-4275,008	0	181,831	228,031	-8379,309	0	196,267	239,467	23646,695	0	177,482	222,282
01/10/2020	11:26:33	44,02	0,869	0	199,643	248,343	-4284,184	0	181,831	228,031	-8418,11	0	196,267	239,467	23365,127	0	177,482	222,282
02/10/2020	11:26:33	44,03	0,843	0	199,643	248,343	-4265,875	0	181,831	228,031	-8340,878	0	196,267	239,467	23935,021	0	177,482	222,282
02/10/2020	11:26:33	44,03	0,84	0	199,643	248,343	-4265,875	0	181,831	228,031	-8340,878	0	196,267	239,467	23935,021	0	177,482	222,282
03/10/2020	11:26:33	44,01	0,827	0	199,643	248,343	-4265,875	0	181,831	228,031	-8340,878	0	196,267	239,467	23935,021	0	177,482	222,282
03/10/2020	11:26:33	44,03	0,84	0	199,643	248,343	-4256,777	0	181,831	228,031	-8302,784	0	196,267	239,467	24230,58	0	177,482	222,282
04/10/2020	11:26:33	44,02	0,827	0	199,643	248,343	-4256,777	0	181,831	228,031	-8302,784	0	196,267	239,467	24230,58	0	177,482	222,282
04/10/2020	11:26:33	44,01	0,841	0	199,643	248,343	-4256,777	205	180,958	227,158	-8262,908	0	196,267	239,467	24230,58	0	177,482	222,282
05/10/2020	11:26:33	43,99	0,818	0	199,643	248,343	-4256,777	0	181,831	228,031	-8302,784	0	196,267	239,467	24230,58	3018,8	-1,409	43,391
05/10/2020	11:26:33	44	0,839	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
06/10/2020	11:26:33	44	0,839	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
06/10/2020	11:26:33	43,99	0,831	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
07/10/2020	11:26:33	43,98	0,831	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
07/10/2020	11:26:33	43,97	0,834	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
08/10/2020	11:26:33	43,97	0,826	0	199,643	248,343	-4220,782	0	181,831	228,031	-8153,866	0	196,267	239,467	25489,219	0	177,482	222,282
08/10/2020	11:26:33	43,98	0,818	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
09/10/2020	11:26:33	43,97	0,811	2950,1	-1,573	47,127	33,175	0	181,831	228,031	-8117,457	0	196,267	239,467	25824,676	0	177,482	222,282
09/10/2020	11:26:33	43,96	0,811	0	199,643	248,343	-4220,782	0	181,831	228,031	-8153,866	3020,6	-0,082	43,118	-10,637	3018,6	-1,385	43,415
11/10/2020	11:26:33	43,96	0,824	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12/10/2020	11:26:33	43,94	0,804	2950,1	-1,573	47,127	33,105	0	181,831	228,031	-8081,386	0	196,267	239,467	26168,949	258,9	176,167	220,967
12/10/2020	11:26:33	43,94	0,837	0	199,643	248,343	-4194,178	0	181,831	228,031	-8045,62	0	196,267	239,467	26522,66	0	177,482	222,282
13/10/2020	11:26:33	43,92	0,807	0	199,643	248,343	-4185,387	0	181,831	228,031	-8010,182	0	196,267	239,467	26885,922	0	177,482	222,282
13/10/2020	11:26:33	43,94	0,803	2950,5	-1,627	47,073	33,968	201	180,992	227,192	-7903,562	0	196,267	239,467	27643,289	0	177,482	222,282
14/10/2020	11:26:33	43,9	0,792	0	199,643	248,343	-4167,911	0	181,831	228,031	-7940,223	0	196,267	239,467	27643,289	0	177,482	222,282
14/10/2020	11:26:33	43,93	0,81	0	199,643	248,343	-4159,229	219,5	180,83	227,03	-7862,177	0	196,267	239,467	28038,129	0	177,482	222,282
15/10/2020	11:26:33	43,9	0,796	0	199,643	248,343	-4167,911	0	181,831	228,031	-7940,223	0	196,267	239,467	27643,289	0	177,482	222,282
15/10/2020	11:26:33	43,92	0,803	0	199,643	248,343	-4167,911	0	181,831	228,031	-7940,223	0	196,267	239,467	27643,289	0	177,482	222,282
16/10/2020	11:26:33	43,9	0,788	2950,2	-1,586	47,114	32,976	0	181,831	228,031	-7871,475	0	196,267	239,467	28444,564	0	177,482	222,282
16/10/2020	11:26:33	43,92	0,804	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17/10/2020	11:26:33	43,9	0,775	0	199,643	248,343	-4167,911	0	181,831	228,031	-7940,223	0	196,267	239,467	27643,289	0	177,482	222,282
17/10/2020	11:26:33	43,91	0,803	194,6	198,767	247,467	-4149,632	0	181,831	228,031	-7940,223	0	196,267	239,467	27643,289	0	177,482	222,282
18/10/2020	11:26:33	43,9	0,785	0	199,643	248,343	-4167,911	0	181,831	228,031	-7940,223	210,8	195,311	238,511	27508,604	225	176,489	221,289
18/10/2020	11:26:33	43,9	0,803	0	199,643	248,343	-4159,229	0	181,831	228,031	-7905,706	0	196,267	239,467	28038,129	0	177,482	222,282
19/10/2020	11:26:33	43,89	0,795	0	199,643	248,343	-4167,911	0	181,831	228,031	-7940,223	0	196,267	239,467	27643,289	220	176,532	221,332
19/10/2020	11:26:33	43,91	0,813	0	199,643	248,343	-4150,58	0	181,831	228,031	-7871,475	0	196,267	239,467	28444,564	0	177,482	222,282
20/10/2020	11:26:33	43,89	0,833	0	199,643	248,343	-4159,229	0	181,831	228,031	-7905,706	0	196,267	239,467	28038,129	0	177,482	222,282
20/10/2020	11:26:33	43,91	0,823	0	199,643	248,343	-4167,911	0	181,831	228,031	-7940,223	0	196,267	239,467	27643,289	0	177,482	222,282
21/10/2020	11:26:33	43,92	0,807	0	199,643	248,343	-4159,229	0	181,831	228,031	-7905,706	0	196,267	239,467	28038,129	0	177,482	222,282
21/10/2020	11:26:33	43,92	0,82	0	199,643	248,343	-4167,911	0	181,831	228,031	-7940,223	0	196,267	239,467	27643,289	0	177,482	222,282
22/10/2020	11:26:33	43,91	0,8	0	199,643	248,343	-4176,629	0	181,831	228,031	-7975,043	0	196,267	239,467	27259,418	0	177,482	222,282
22/10/2020	11:26:33	43,93	0,81	0	199,643	248,343	-4176,629	0	181,831	228,031	-7975,043	0	196,267	239,467	27259,418	0	177,482	222,282
23/10/2020	11:26:33	43,91	0,788	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
23/10/2020	11:26:33	43,92	0,797	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
24/10/2020	11:26:33	43,91	0,793	0	199,643	248,343	-4167,911	0	181,831	228,031	-7940,223	240	195,028	238,228	27468,705	0	177,482	222,282
24/10/2020	11:26:33	43,92	0,81	0	199,643	248,343	-4167,911	0	181,831	228,031	-7940,223	0	196,267	239,467	27643,289	0	177,482	222,282
25/10/2020	10:26:33	43,91	0,8	0	199,643	248,343	-4159,229	0	181,831	228,031	-7905,706	0	196,267	239,467	28038,129	0	177,482	222,282
25/10/2020	10:26:33	43,93	0,803	0	199,643	248,343	-4167,911	0	181,831	228,031	-7940,223	0	196,267	239,467	27643,289	0	177,482	222,282
26/10/2020	10:26:33	43,91	0,781	0	199,643	248,343	-4176,629	0	181,831	228,031	-7975,043	0	196,267	239,467	27259,418	0	177,482	222,282
26/10/2020	10:26:33	43,92	0,802	0	199,643	248,343	-4167,911	221	180,816	227,016	-7895,904	0	196,267	239,467	27643,289	0	177,482	222,282
27/10/2020	10:26:33	43,91	0,778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
27/10/2020	10:26:33	43,92	0,803	0	199,643	248,343	-4176,629	0	181,831	228,031	-7975,043	0	196,267	239,467	27259,418	0	177,482	222,282
28/10/2020	10:26:33	43,91	0,788	2949,2	-1,45	47,25	30,329	2957,8	0,036	46,236	-1,564	3020,6	-0,082	43,118	-11,376	3018,5	-1,373	43,427
28/10/2020	10:26:33	43,92	0,797	2949,3	-1,463	47,237	30,487	2958	0,011	46,211	-0,482	3020,7	-0,095	43,105	-13,555	3018,5	-1,373	43,427
29/10/2020	10:26:33	43,91	0,779	2949,1	-1,436	47,264	30,044	2957,5	0,073	46,273	-3,182	3020,6	-0,082	43,118	-11,376	3018,4	-1,361	43,439
29/10/2020	10:26:33	43,91	0,803	2949,2	-1,45	47,25	30,202	2957,5	0,073	46,273	-3,154	3020,6	-0,082	43,118	-11,701	3018,4	-1,361	43,439
30/10/2020	10:26:33	43,91	0,792	2949,2	-1,45	47,25	30,265	2957,6	0,06	46,26	-2,631	0	196,267	239,467	27643,289	3018,5	-1,373	43,427
